restaurant_name,name,rating,review,items_ordered,purchase_date,user_since
avatar,1.0,"tolong lain Kali dicek lagi. saya pesan miie gacoan level 1#1 level 4 #2 level 2#1 siomay,udang keju #1..yang datang gacoan level q lv#3 green tea 4 .tidak sesuai pesanan saya. no pesanan gojek saya F-2046508451. LAPORAN KAMI LAMPIRKAN BERSERTA FOTO BON DAN FOTO MAKANAN",Mie Gacoan lv 1 - Mie Gacoan lv 4 - Mie Gacoan lv 2 - Siomay - Udang Keju,17 March 2023,Gojek user since 17 February 2019
Lutfi Armanto,5.0,tolong lain Kali kasih sumpit ya.,Mie Iblis lv 4 - Mie Setan lv 2 - Mie Iblis lv 1 - Siomay - Udang Rambutan - Udang Keju,2 January 2023,Gojek user since 6 January 2018
U****,3.0,tolong lebih cepat dikit,Mie Iblis Lv 4 - Mie Setan LV 2,27 June 2021,Gojek user since 8 January 2021
T***,2.0,tolong pesanan untuk gojek d ksih kasir sndri . sama kasir yg makan d tempat . kasih an tukang gojek nya nunggu nya lama pol . dan org yg nunggu pesanan juga lama Poll .,Mie Iblis Lv 3 - Mie Setan LV 3 - Udang Keju,8 April 2021,Gojek user since 15 May 2019
ZAKIYA FEBILIA,5.0,tolong untuk gacoan ... mie gacoananya kurang kecap,MIE GACOAN - SIOMAY - UDANG RAMBUTAN - UDANG KEJU - THAI TEA,5 January 2026,Gojek user since 5 August 2025
D***,3.0,tolong untuk tulisan levelnya di perjelas atau menggunakan spidol karena tidak jelas penulisnya jadi bingung untuk membacanya dan untuk kemasannya tolong di upgrade jangan sterofoam karena bau leleh an gabus nya membuat mie nya menjadi tidak enak,Mie Iblis lv 3 - Mie Iblis lv 1 - Mie Iblis lv 2 - Mie Setan lv 4 - Mie Setan lv 3 - Mie Angel - Udang Rambutan,30 November 2021,Gojek user since 6 January 2018
R*** A*****,4.0,"tolong wadah nya jangan styrofoam, tolong pake box yg ada tulisannya.",Mie Iblis lv 0 - Udang Keju,5 August 2022,Gojek user since 3 February 2020
norma,4.0,"tolong ya kak, diperhatikan lagi levelnya. masak ini pesan lv 4 malah gaada cabenya sama sekali kayak lv 0 terimakasih",Mie Gacoan lv 4 - Mie Gacoan lv 3,5 August 2023,Gojek user since 8 September 2021
Wijayanti,3.0,"too much oil sy sampe niriskan mie yg tenggelam sm minyak. alhasil stlh mkn mie tenggorokan sakit pdhl mie angel yg gak pedes next, pls jgn terlalu banyak minyak masaknya",Udang Rambutan - Mie Angel - Mie Iblis lv 0,16 February 2022,Gojek user since 4 August 2018
Cholifah Ulul,5.0,top markotop deh....,Mie Setan lv 3 - Udang Keju - Mie Iblis lv 1,21 December 2022,Gojek user since 1 April 2019
aditya dewangga,5.0,top rasanya......,Mie Iblis lv 4 - Mie Iblis lv 8 - Mie Iblis lv 3 - Mie Setan lv 4 - Mie Iblis lv 2 - Udang Keju,13 January 2022,Gojek user since 24 September 2016
Ayu Naysila Arfina,4.0,toping ayamnya kurang..he he.,MIE GACOAN LV 2 - UDANG KEJU,4 May 2025,Gojek user since 27 December 2020
M**** D*** S**** W***,5.0,tqu sdh mengantrkn makanannya....mas nya ramah,Es Sundel Bolong - Mie Angel Super,23 October 2020,Gojek user since 21 March 2019
A*****,5.0,"trimakasih pak, aman",Mie Iblis Lv 1 - Mie Iblis Lv 0 - Mie Iblis Lv 3 - Mie Iblis Lv 4,4 June 2021,Gojek user since 30 July 2016
eka,5.0,trimakasihh chefff,MIE GACOAN LV 3 - UDANG KEJU,1 February 2025,Gojek user since 8 January 2019
wanda,5.0,trimksih rsa pdes ny pas sesuai pesanan,Mie Gacoan lv 2 - Mie Suit - Udang Rambutan - Udang Keju,25 June 2023,Gojek user since 27 August 2016
usman,5.0,trims gan enak makanan nya,Gacoan Fest B,1 May 2024,Gojek user since 1 April 2016
sekecilputrii,5.0,trllu pedass tpi enakkkkk,MIE GACOAN LV 1 - PANGSIT GORENG,5 January 2025,Gojek user since 5 January 2025
achmad mustofa,5.0,trmksih maskann nya enak,Mie Setan lv 6,9 September 2022,Gojek user since 9 January 2021
rafaelpaksi,1.0,tuku udang rambutan somay e ga di kek i caos yakop iki,Mie Iblis lv 1 - Mie Iblis lv 3 - Udang Rambutan - Lumpia Udang - Siomay - Teh,12 May 2022,Gojek user since 21 January 2020
riski akbar,3.0,tulisan kurang jelas,MIE GACOAN LV 4 - MIE GACOAN LV 2 - MIE GACOAN - UDANG KEJU,29 August 2024,Gojek user since 6 December 2021
widya lestari,4.0,tulisan level tidak jelas,Mie Iblis lv 1 - Pangsit - Mie Setan lv 1 - Thai Tea Ori,16 January 2023,Gojek user since 4 July 2016
E* D**** M** W****,2.0,"tumben banget mienya lembek.. jadinya gak enak banget makannya.. rasanya juga kurang.. biasanya berasa, terlalu banyak minyaknya.. toloong diperhatikan lagi ya",Udang Keju - Mie Gacoan lv 0 - Mie Gacoan lv 2 - Teh,9 September 2023,Gojek user since 8 September 2022
elda,3.0,tumben banget tadi pangsitnya asiiiiiiin banget,Udang Keju - Udang Rambutan - Mie Iblis lv 0,18 February 2022,Gojek user since 5 July 2017
A******,5.0,tumben enak bngtttt,Mie Gacoan lv 1 - Udang Keju,6 April 2024,Gojek user since 11 April 2023
Nofi,4.0,tumben hambar😂 ..pdhl udah di aduk,MIE GACOAN LV 2 - UDANG KEJU,12 March 2025,Gojek user since 6 May 2022
E********,3.0,"tumben kemarin rasanya kurang, porsi kurang banyak wkwkwk",Mie Iblis lv 0-2 - Ice Tea,22 April 2020,Gojek user since 24 October 2016
Cynthia Kartika Dewi,4.0,tumben kok asin bgt ya yg level 1,Mie Suit - Mie Hompimpa lv 1 - Siomay - Udang Keju,16 May 2024,Gojek user since 11 July 2018
R** M*** R***,2.0,tumben rasanya g enak hambar sama sekali g ada rasanya sangat2 mengecewakan,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Mie Gacoan lv 4 - Udang Rambutan - Lumpia Udang - Teh,16 June 2023,Gojek user since 14 February 2020
M**** B********,4.0,tumben x ini tampilan dimsum nya krg menarik,Siomay,22 July 2024,Gojek user since 8 March 2018
Nuriss,4.0,tumpah² kecapnya kemana2 jadi sekresek kecap/bumbu semua,MIE GACOAN LEVEL 1 - MIE GACOAN LEVEL 3 - UDANG RAMBUTAN - UDANG KEJU - LUMPIA UDANG,26 October 2025,Gojek user since 8 June 2021
Ardo Ariefino,2.0,tutup buat minumannya tumpah,Mie Gacoan lv 1 - Milo,29 April 2023,Gojek user since 21 April 2023
B***,4.0,tutup gelas esnya kurang rapat jd tumpah,Mie Iblis Lv 6 - Es Genderuwo - Es Tuyul - Mie Iblis Lv 3,12 April 2021,Gojek user since 4 January 2017
R***,3.0,tutup press es nya bocor tumpah ke kantong plastik 😑 jd gk bisa menikmati.,Mie Iblis lv 3 - Genderuwo - Mie Iblis lv 6,21 December 2021,Gojek user since 25 May 2020
S**********,5.0,ubur ubur ikan lele mantap le,MIE GACOAN LV 2 - PANGSIT GORENG,16 May 2025,Gojek user since 14 February 2024
T.Muhammad Abid Rasyid Rabbani,4.0,"ud enk,,hnya gurih nya kurang",Mie Setan lv 8 - Siomay,22 July 2022,Gojek user since 4 November 2020
P****,5.0,uda beli yang ke 7x kayanya emang ueenaaakkkk pwoolll,Mie Iblis Lv 3 - Lumpia Udang - Udang Keju - Mie Iblis Lv 0 - Mie Iblis Lv 6 - Udang Rambutan,19 June 2021,Gojek user since 25 July 2016
A***,3.0,uda langganan beli disini tp baru pertama kali dari segi mie nya kurang fresh,SIOMAY - UDANG KEJU - MIE GACOAN LEVEL 1,16 September 2025,Gojek user since 27 March 2018
Qonita Marsha,4.0,"udah cukup kok, tinggal kebersihan kemasannya aja",Mie Gacoan lv 2 - Mie Gacoan lv 0 - Udang Keju - Udang Rambutan,1 April 2023,Gojek user since 26 February 2022
E****,1.0,udah gak hangat.,Mie Iblis Lv 0 - Mie Iblis Lv 1 - Mie Iblis Lv 2 - Mie Iblis Lv 3,16 May 2021,Gojek user since 15 October 2015
M***,5.0,"udah gak perlu di ragukan buat team gacoan, dan buat darivernya mantep",Mie Gacoan lv 6 - Mie Gacoan lv 1 - Lumpia Udang - Siomay,4 December 2023,Gojek user since 1 February 2022
I*** N****,5.0,udah kejunya enak,Mie Angel Super - Siomay Ayam - Udang Keju - Lumpia Udang,16 April 2021,Gojek user since 25 July 2017
Riska Maulidia,5.0,udah langganan deh porsi bnyak murah bgt pas untuk ank kos an nih gak pernah ngecewain semua menunya,Mie Iblis lv 2 - Mie Iblis lv 1 - Udang Keju,26 July 2022,Gojek user since 16 March 2020
T*******,4.0,udang gimbalnya harusnya namanya somay gimbal..over all lainnya oke cm asin,Siomay - Lumpia Udang - Udang Keju - Udang Rambutan,17 December 2021,Gojek user since 19 June 2015
U**,1.0,"udang keju nya asem, kayak ngangetin sisa kemaren",Udang Keju - Udang Rambutan - Mie Iblis lv 1,19 May 2022,Gojek user since 27 April 2018
T****** R***,1.0,udang keju nya gak ada,Mie Suit - Udang Keju,21 October 2023,Gojek user since 5 February 2022
N**** E** R*********,4.0,udang keju sm pangsit goreng nya krng lama masa putih gk coklat emas trs mie nya jg kurang sedep,MIE GACOAN LV 1 - UDANG KEJU,3 March 2025,Gojek user since 4 August 2018
A*****,5.0,"udang kejunya aga kecil yah skrng, soalnyapas beli langsung rada gede tpi ttp enak kok enak bangett",Udang Keju - Pangsit,6 April 2023,Gojek user since 13 February 2023
lina,5.0,udang kejunya dari dulu gak mengecewakan,Udang Keju - Mie Gacoan lv 1 - Siomay,16 September 2023,Gojek user since 20 February 2018
R****,3.0,udang kejunya dlmnya gaada keju . mi nya ga berasa kyk biasanya,Mie Iblis Lv 4 - Udang Keju - Mie Iblis Lv 3 - Thai Tea Ori - Pangsit Goreng - Es Tuyul,13 April 2021,Gojek user since 25 June 2016
Alfredo Darmawan,5.0,udang kejunya juara 🔥,MIE GACOAN LV 1 - UDANG KEJU,16 September 2024,Gojek user since 15 January 2018
Gunawan Lesmana,5.0,udang kejunya mantabb..!!,Udang Rambutan - Udang Keju - Lumpia Udang - Mie Setan lv 1 - Mie Iblis lv 3,3 June 2022,Gojek user since 2 January 2016
E***,5.0,udang kejunya mantap,Mie Iblis Lv 4 - Udang Keju,10 September 2020,Gojek user since 5 December 2015
F********,5.0,udang kejunya mantap banget . wajib cobaa,Mie Iblis Lv 1 - Udang Keju - Mie Iblis Lv 2 - Mie Setan LV 6,19 August 2021,Gojek user since 31 March 2019
A****,3.0,udang kejunya ngga ada kejunya,Mie Iblis Lv 3 - Udang Keju - Thai Green Tea,31 May 2021,Gojek user since 3 September 2016
Novia Putri,5.0,"udang kejunya the best, masih anget🤩🤩",Mie Gacoan lv 6 - Mie Suit - Mie Gacoan lv 3 - Udang Rambutan - Udang Keju - Pangsit Goreng,11 May 2024,Gojek user since 16 December 2021
T*** C*******,1.0,udang nya terlalu berminyakk saya sering beli gacoan di bandung bogor jakarta gk ada yg pke mika putih kbykn pake kardus gacoan !!klo bisa lebih di perhatiin lgi yaaa untuk kemasannya:) sma es nya tulisannya kn lemon tea yg dateng jerukk gk manis lgi rasanya gk ada maaf!!,Gacoan Fest A,16 February 2024,Gojek user since 15 December 2023
I******,3.0,udang rambutan ukuranya beda . satu ukuran seperti biasanya yg lain lecil banget ukuranya,Udang Rambutan - Mie Iblis Lv 3,4 March 2021,Gojek user since 24 April 2019
SHINTA,3.0,udang rambutannya Asin Banget,Mie Iblis lv 1 - Mie Setan lv 3 - Udang Rambutan,21 May 2022,Gojek user since 1 December 2020
F****,3.0,udang rambutannya agak bau,Udang Rambutan - Mie Iblis Lv 3,4 January 2021,Gojek user since 2 July 2017
D***,4.0,udang rambutannya aneh ga ada balutan mienya,Mie Iblis Lv 3 - Udang Rambutan - Siomay Ayam,8 October 2020,Gojek user since 3 May 2016
F****,4.0,udang rambutannya ga kayak biasanya.. ini tekstur udang rambutannya agak alot mungkin bisa diperbaiki lagi.. rasanya tetap juara polll,UDANG KEJU - MIE GACOAN - UDANG RAMBUTAN,6 January 2026,Gojek user since 12 April 2024
D***,2.0,udang rambutannya gaenak mienya hambar,Mie Iblis lv 1 - Udang Keju - Lumpia Udang - Mie Iblis lv 2 - Udang Rambutan,29 January 2023,Gojek user since 24 July 2019
novi,1.0,"udang rambutannya masih ada yang mentah, sangat mengecewakan",Mie Angel - Udang Keju - Udang Rambutan - Lumpia Udang - Mie Iblis lv 2 - Tuyul,24 February 2022,Gojek user since 16 June 2017
F******* M****,4.0,udang rambutannya tengahnya gk matang😕,Mie Iblis lv 1 - Udang Keju - Udang Rambutan - Mie Angel - Genderuwo,15 January 2022,Gojek user since 28 February 2020
N****** O***** P****,3.0,udang rambutanya aneh,Udang Rambutan - Mie Iblis Lv 2,14 April 2021,Gojek user since 25 October 2016
A*****,1.0,udangnya enak banget. mienya gaada rasaa samsek:(,Udang Keju - Mie Suit - Pangsit,24 May 2023,Gojek user since 4 March 2021
N**** A****,4.0,udh dingin apa krna perjalanan mngkin.,MIE GACOAN LV 2 - UDANG KEJU,4 September 2024,Gojek user since 30 June 2024
V****,1.0,"udh sabar nunggu lama krn info antri dr driver, tapi makanan datang ga sesuai orderan. tolong dong lebih teliti lagi check order, padahal karyawan juga banyak. ga sekali doang keliru orderan gini, makin lama makin turun performa restonya. saya pesan gacoan lv 4, tapi yg datang malah hompimpa!",MIE GACOAN LV 4 - UDANG KEJU - GREEN THAI TEA,12 April 2025,Gojek user since 24 October 2020
FAIRIZ,2.0,udng kejunya ga ada kejunya,Mie Hompimpa lv 2 - Mie Gacoan lv 2 - Udang Keju,30 June 2023,Gojek user since 18 February 2023
michelle liem,5.0,ueeenaakkk poll,Mie Iblis lv 1 - Mie Setan lv 8,1 June 2022,Gojek user since 25 March 2017
A***,5.0,"uenaaakkk polll, puedesss poll wes mantep pokok e👍👍",Mie Gacoan lv 3 - Mie Gacoan lv 1 - Lumpia Udang - Udang Keju,10 September 2023,Gojek user since 17 June 2022
rikianto,5.0,uenak banget klo dimakan anget anget,Mie Iblis lv 3 - Lemon Tea,4 May 2022,Gojek user since 3 May 2022
H***,5.0,uenak...sesuai budget..wkwk,Mie Angel Super - Mie Iblis Lv 3,19 June 2021,Gojek user since 5 December 2017
M******,5.0,uenakkk parahh si brooo,Udang Rambutan - Mie Iblis lv 4 - Mie Setan lv 2 - Mie Iblis lv 1 - Mie Angel,29 July 2022,Gojek user since 29 April 2021
Okky,5.0,uenakkkkkkk apalagi green thai teh nya uuuu,MIE GACOAN LV 2 - SIOMAY AYAM - GREEN THAI TEA - MIE GACOAN LV 1,6 March 2025,Gojek user since 25 February 2025
apriputra,5.0,uenakpolllllllllllllllllllllll,Mie Gacoan lv 3,15 July 2023,Gojek user since 15 November 2018
S****,4.0,"untuk Mie angel, tidàk ada rasanya. kurang BUMBU.",Mie Angel Super - Mie Iblis Lv 3 - Udang Rambutan - Mie Setan LV 2,27 October 2021,Gojek user since 16 June 2017
Mailani Agustina,4.0,untuk kali ini terlalu berminyak...,Mie Iblis lv 3 - Udang Keju,22 December 2021,Gojek user since 22 March 2017
A***,2.0,untuk kemasan kl bisa jgn menggunakan streafoom......krn tidak baik,Udang Rambutan - Mie Suit,2 April 2023,Gojek user since 4 April 2016
N****,3.0,untuk kualitas oke. yang parah kita pesen apa dikirim apa. hadeh jadi lama nunggunya,Mie Angel Super - Es Sundel Bolong - Paket B - Siomay Ayam,31 August 2020,Gojek user since 6 August 2017
Ruston Nawawi,5.0,untuk level 2 nya serem pedasnya,Lemon Tea - Mie Hompimpa lv 4 - Mie Gacoan lv 2,29 March 2023,Gojek user since 13 December 2022
Dewi,5.0,untuk lvl 6 nya kurang kecap jadi kurang manis,MIE GACOAN,7 January 2026,Gojek user since 29 June 2025
E*** A*** A***** P****,3.0,untuk mie gacoan kecapnya kebanyakan,Mie Gacoan lv 1 - Mie Hompimpa lv 1,12 May 2024,Gojek user since 12 June 2019
olfin,1.0,untuk mie hompipa nya bau nya agak kecut minta tolong di perbaiki entah itu dari cabe nya apa mie nya pokok nya bau nya kecut dan rasa nya gak kayak biasa nya,Mie Hompimpa lv 1 - Mie Gacoan lv 2 - Udang Rambutan - Siomay,29 April 2024,Gojek user since 13 November 2021
Ayu Sherlly,4.0,untuk mie nya enak Tpi yg level 4 ini pedesnya ga seberapa biasanya pedes banget.. terus untuk gorengnya aku saranin lebih di goreng garing aja yha kadang siomay kurang Mateng pas goreng.. dimsumnya oke,UDANG KEJU - UDANG RAMBUTAN - ES SLUKU BATHOK - MIE GACOAN LV 4,25 January 2025,Gojek user since 24 January 2025
Bagus prasetyo s.,4.0,"untuk orang pecinta asin pasti suka, soalnya yg aku pesen keasinan",Mie Setan lv 3 - Lumpia Udang - Genderuwo - Mie Angel,7 June 2022,Gojek user since 7 October 2021
wenny verawati,4.0,untuk pangsit tumben tidak hangat dan sudsh tidak kriuk,Udang Keju - Pangsit,11 June 2023,Gojek user since 11 January 2017
M******* Z***********,4.0,"untuk pedas levelnya gk bisa selalu sama...kadang pedes kadang engga,beberapa kali ini beli level 3 tapi kadang pddes banget,kadang engga",Siomay Ayam - Udang Rambutan - Mie Angel Super - Mie Iblis Lv 3 - Udang Keju,13 December 2020,Gojek user since 16 July 2018
R**** I*****,3.0,untuk porsinya mie nya terlalu banyak sih dan kurang asin,Siomay Ayam - Udang Rambutan - Mie Iblis Lv 8,8 May 2021,Gojek user since 3 May 2021
P**** A****,4.0,"untuk rasa kadang pas kadang hambar, kali ini aku dapet mie dan pangitnya hambar banget, mie nya cuman kerasa sambalnya aja. terakhir beli rasa enak banget pas dimulut, tapi makasiiiii banyakk",Udang Keju - Mie Setan lv 1,21 May 2022,Gojek user since 25 February 2022
A**** S*******,5.0,untuk segi rasa dari siomay udang nya sedikit kurang berasa rasa udangnya,SIOMAY AYAM - UDANG RAMBUTAN,4 January 2025,Gojek user since 9 December 2024
lucy,5.0,"untuk semuanya bgs, kwaliasnya mknnya enak, untuk udang keju nya rasanya mantap",Mie Suit,29 June 2024,Gojek user since 3 March 2023
Gandi,3.0,untuk udang yg di bungkus mie rasanya pahit ya,Mie Angel - Siomay - Udang Rambutan,17 July 2022,Gojek user since 17 November 2019
N**** G*******,4.0,"utk mienya terlalu matang, lupa bilang klo mienya setengah matang aja. so far enak & sesuai ekspektasi",Mie Iblis lv 2 - Udang Rambutan - Thai Tea Ori,5 June 2022,Gojek user since 14 February 2016
paula,4.0,utk udang kejunya ok utk mie ya standar lah,MIE SUIT - MIE HOMPIMPA LV 2 - UDANG KEJU,19 March 2025,Gojek user since 11 June 2021
biba,5.0,"uweeenakk, porsinyaa kebnyakan",Mie Gacoan lv 2 - Udang Keju - Udang Rambutan - Mie Gacoan lv 1,21 March 2024,Gojek user since 21 March 2024
rama,5.0,"uwenakkkk, enak sekali, pengiriman cepat",UDANG KEJU - PANGSIT GORENG - MIE GACOAN LV 1,3 April 2025,Gojek user since 1 March 2025
N***,5.0,very nice rsanya ah mantapp,Mie Setan LV 3 - Udang Rambutan - Mie Setan LV 1 - Mie Iblis Lv 8,7 July 2021,Gojek user since 4 May 2017
W**** P****,5.0,waaah enak baget deh😋,Udang Rambutan - Paket B - Mie Iblis Lv 4 - Thai Tea Ori,19 June 2020,Gojek user since 8 December 2018
E*** A*****,5.0,wadah packing nya dunk kalo bisa jangan pake sterofoam. hanya sekedar masukan saja. terima kasih.,Udang Keju - Mie Iblis Lv 4 - Udang Rambutan,17 June 2021,Gojek user since 8 November 2018
nur khotib,5.0,wah murah banget,Mie Setan lv 2 - Thai Green Tea,20 September 2022,Gojek user since 14 January 2020
F****** G*****,4.0,waktu dinote minta saos dimsumnya banyakan tapi cuma d kasih 1 saja porsi mienya juga lebih sedikit dripda makan ditempat :'(,Mie Angel Super - Udang Keju - Siomay Ayam - Mie Setan LV 4,25 December 2020,Gojek user since 11 December 2018
K****** A**,4.0,waktu pemesanan lama sekali sampai harus berganti driver,Mie Iblis lv 1 - Pangsit,21 April 2022,Gojek user since 10 September 2017
D****,4.0,"waktu pemesanan lebih lama, mungkin pelayanan bisa ditingkatkan kecepatannya",Udang Keju - Mie Iblis Lv 1,1 August 2021,Gojek user since 19 April 2016
N***** Z****,4.0,waktu sampai mie nya udh agak kering :( tp ttp enak kok,Siomay Ayam - Mie Iblis Lv 2 - Thai Tea Ori,23 April 2021,Gojek user since 26 March 2016
Cacaicha,4.0,waktu y kurang cepat,Udang Rambutan - Udang Keju,10 March 2022,Gojek user since 18 August 2021
M******* R**** Z**** N*****,5.0,"walau lama, tapi setidaknya makanannya enak",MIE GACOAN LV 1 - PANGSIT GORENG,14 September 2024,Gojek user since 21 April 2021
Rani Wulandari,5.0,"walaupun jauh dari rumah, mie gacoan yang di cabang genteng ini kerasa bangettt pedasnyaaa",MIE GACOAN - MIE GACOAN - UDANG KEJU - LUMPIA UDANG,3 January 2026,Gojek user since 22 September 2017
A***,3.0,wasting time. pesen jam 11 bru kelar stengah 2. mantap,Udang Keju - Mie Iblis Lv 1,17 May 2021,Gojek user since 24 July 2016
I****** A******,5.0,wenaaakkkk polll,Lumpia Udang - Mie Iblis Lv 4 - Mie Iblis Lv 3 - Mie Iblis Lv 8 - Ceker Ayam - Siomay Ayam - Udang Rambutan - Mie Iblis Lv 1,11 May 2021,Gojek user since 14 October 2020
Alisa,5.0,"wenak poll, pedesnya bemer benerr mantap",MIE GACOAN LV 9 - MIE GACOAN LV 4,26 January 2025,Gojek user since 16 March 2021
Mia,5.0,wenak pool.. Joss markotob,Combo Deals Gacoan A,3 March 2024,Gojek user since 28 February 2021
Zahra,5.0,wenakkkk rekkkkkkkkk,Mie Gacoan lv 4 - Udang Keju,8 August 2023,Gojek user since 24 May 2023
Delta sukmawan,5.0,"wes sip pokok e mantap tuku o ae wes ojk kakean delok komen nak endi"" pokok e tuku o",Mie Suit - Mie Hompimpa lv 1 - Mie Gacoan lv 0 - Mie Gacoan lv 1 - Pangsit - Udang Keju,1 February 2023,Gojek user since 25 January 2023
M****** C*******,5.0,wokeeee wenaaaaaqqqqq,Mie Angel - Mie Iblis lv 0 - Mie Iblis lv 2 - Mie Iblis lv 1,20 January 2023,Gojek user since 1 August 2015
Jihad,5.0,wouwowuwowowowowow,Gacoan Fest B - Udang Rambutan,7 November 2023,Gojek user since 4 September 2018
N** K*****,5.0,wow murah banget 👍,Mie Setan lv 2,27 August 2022,Gojek user since 14 January 2020
putri,5.0,wuenaaaakkk poolll,Mie Iblis lv 3 - Thai Green Tea - Coklat - Mie Angel - Udang Rambutan,1 February 2022,Gojek user since 18 May 2017
Yohanes Yudhi Istianto,5.0,wuenak sekali kerennn,Mie Setan lv 4 - Mie Iblis lv 2 - Siomay - Udang Rambutan,2 August 2022,Gojek user since 24 January 2019
Lika (Orchitta),5.0,ya gitu dech..... ciamiiiiiikkk...,Mie Hompimpa lv 1,16 July 2023,Gojek user since 13 September 2017
Desi Suryana Suci,5.0,ya gitu deh. masih gaada tandingannya,Mie Iblis lv 4 - Udang Keju,5 January 2023,Gojek user since 18 September 2020
R***** A**,5.0,ya kek biasanyalah mantap😌,Mie Iblis Lv 3 - Udang Keju - Lumpia Udang,19 July 2021,Gojek user since 31 May 2021
